CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORIA,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD ,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST DATE,ASSIGMENT DATE,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),WEEK BASE LIMA,PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,CP OBSERVACIONES,OC2,,
2023-2024,LIQUIDADO,23-029-HPER,4700002783,JOHAN,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20286,36.00,UN,USD,"1,562.63","1,562.63",0,EXW,AIR,AIR,USA,MIAMI,LIMA,-,-,0.14,,NA,16/3/2023,15/3/2023,AIRSEALOG,AIRMAX,,-,20/3/2023,29/3/2023,13,89AMIA231321 ,,29/3/2023,13,SI,28/3/2023,ALFOSAC,LIP,4762,28/3/2023,28/3/2023,235-2023-10-043038-01-1-00,29/3/2023,29/3/2023,30/3/2023,NA,NA,,LIP,8/4/2023, T001-126,AGERSA,9/4/2023,14,,,4/4/2023,14,10/4/2023,3/4/2023,EG07-00000048,,NA,4700002783,,
2023-2024,LIQUIDADO,23-029-HPER,4700002784,JOHAN,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20287,18.00,UN,USD,"5,778.84","5,778.84",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,0.14,,NA,16/3/2023,15/3/2023,AIRSEALOG,AIRMAX,,-,20/3/2023,29/3/2023,13,89AMIA231321 ,,29/3/2023,13,SI,28/3/2023,ALFOSAC,LIP,4762,28/3/2023,28/3/2023,235-2023-10-043038-01-1-00,29/3/2023,29/3/2023,30/3/2023,NA,NA,,LIP,8/4/2023, T001-126,AGERSA,9/4/2023,14,,,4/4/2023,14,10/4/2023,3/4/2023,EG07-00000048,,NA,4700002784,,
2023-2024,LIQUIDADO,23-029-HPER,4700002786,GONZALO,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20295,3.00,UN,USD,"1,794.99","1,794.99",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,0.14,,NA,16/3/2023,15/3/2023,AIRSEALOG,AIRMAX,,-,20/3/2023,29/3/2023,13,89AMIA231321 ,,29/3/2023,13,SI,28/3/2023,ALFOSAC,LIP,4762,28/3/2023,28/3/2023,235-2023-10-043038-01-1-00,29/3/2023,29/3/2023,30/3/2023,NA,NA,,LIP,8/4/2023, T001-126,AGERSA,9/4/2023,14,,,4/4/2023,14,10/4/2023,3/4/2023,EG07-00000048,,NA,4700002786,,
2023-2024,LIQUIDADO,23-030-HPER,4700002797,OMAR,PROMISOL,AGQ,CYTOFLOW,-,F/23061,"1,000.00",KG,EUR,"10,750.00","11,825.00",90,FOB,SEA,LCL/LCL,ESPAÑA,BARCELONA,CALLAO,,-,1.5,,6/3/2023,2/3/2023,3/3/2023,AIRSEALOG,CMA CGM, S00026682,-,6/3/2023,19/3/2023,11,12023030480,VALPARAISO EXPRESS 0WCEHS1MA,20/4/2023,16,SI,21/3/2023,VILLAS OQUENDO,PASOC,74336,10/4/2023,18/4/2023,118-2023-10-139654-01-3-01,22/4/2023,23/4/2023,20/4/2023,NA,NA,,PASOC,25/4/2023,T001-3850,AGERSA,25/4/2023,17,FUNDO ARMONIA,,26/4/2023,17,27/4/2023,25/4/2023,EG07-00000052,,"COMPLETADO.Quedó en CP Ag. Carga, Booking[ 22-030-HPER // 4700002797//BMOU5864580]",4700002797,,
2023-2024,LIQUIDADO,23-030-HPER,4700002797,OMAR,PROMISOL,AGQ,CYTOLAN,-,F/23061,"1,000.00",KG,EUR,"11,500.00","12,650.00",90,FOB,SEA,LCL/LCL,ESPAÑA,BARCELONA,CALLAO,,-,1.5,,6/3/2023,2/3/2023,3/3/2023,AIRSEALOG,CMA CGM, S00026682,-,6/3/2023,19/3/2023,11,12023030480,VALPARAISO EXPRESS 0WCEHS1MA,20/4/2023,16,SI,21/3/2023,VILLAS OQUENDO,PASOC,74336,10/4/2023,18/4/2023,118-2023-10-139654-01-3-01,22/4/2023,23/4/2023,20/4/2023,NA,NA,,PASOC,25/4/2023,T001-3850,AGERSA,25/4/2023,17,FUNDO ARMONIA,,26/4/2023,17,27/4/2023,25/4/2023,EG07-00000052,,"COMPLETADO.Quedó en CP Ag. Carga, Booking[ 22-030-HPER // 4700002797//BMOU5864580]",4700002797,,
2023-2024,LIQUIDADO,23-031-HPER,4700002800,OMAR,BIOCONSUL,AGQ,ORGANCAB K (ABONO ORGANICO),-,BE004/23,"20,000.00",KG,EUR,"16,560.90","18,216.99",60,FOB,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,40 HC,20,,15/3/2023,7/3/2023,9/3/2023,AIRSEALOG,CMA CGM,S00026859 ,CMAU9098952,17/3/2023,27/3/2023,13,PAEM015218,MONTEVIDEO EXPRESS,10/5/2023,19,SI,27/3/2023,IMUPESA,PASOC,75596,5/5/2023,18/4/2023,118-2023-10-163257-01-0-00,12/5/2023,11/5/2023,10/5/2023,NA,NA,,PASOC,13/5/2023,T001-4621,AGERSA,13/5/2023,19,FUNDO ARMONIA,,18/5/2023,20,18/5/2023,17/5/2023,EG07-00000065,,"Carga completada. Quedó en CP sin booking,[ 23-031-HPER // 4700002800 // CMAU9098952]",4700002800,,
2023-2024,LIQUIDADO,23-032-HPER,4700002807,MELANIE,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,-,131,24.00,UN,EUR,"11,165.45","12,282.00",0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,-,-,1,,NA,31/3/2023,4/4/2023,AIRSEALOG,KOREAN,,-,12/4/2023,14/4/2023,15,PELIM23058A,,14/4/2023,15,SI,13/4/2023,ALFOSAC,LIP,5575,13/4/2023,13/4/2023,235-2023-10-051131-01-5-00,14/4/2023,14/4/2023,,NA,NA,,LIP,18/4/2023,T001-179,AGERSA,18/4/2023,16,PACKING CHAO,,21/4/2023,16,24/4/2023,20/4/2023, EG07-00000051,,NA,4700002807,,
2023-2024,LIQUIDADO,23-033-HPER,4700002796,GONZALO,RITEC,EQP & INST,EQUIPOS Y REPUESTOS VARIOS,-,23/213,11.00,UN,USD,550.00,550.00,0,EXW,AIR,AIR,ESPAÑA,MADRID,LIMA,-,-,1,13/3/2023,NA,NA,NA,-,DHL,,-,20/3/2023,20/3/2023,12,5049604151,DHL COURIER,22/3/2023,12,NO,NA,DHL,DHL,NA,NA,21/3/2023,235-2023-28-00294743-10-6-00,22/3/2023,22/3/2023,22/3/2023,NA,NA,,NA,1/4/2023,NA,DHL,2/4/2023,13,PACKING SALAVERRY,,24/3/2023,12,24/4/2023,23/3/2023,,,NA,4700002796,,
2023-2024,LIQUIDADO,23-034-HPER,01-2223CPRD08-02-13-0001 ,TATIANA,HAYLEYS,SUSTRATOS,COCO PEAT MIXED,SAMPLE, 11-22,,,USD,28.00,28.00,0,DAP,AIR,AIR,SRI LANKA,COLOMBO,LIMA,-,-,3,,NA,,-,-,FEDEX,,-,15/4/2023,16/4/2023,15,771822926985,,20/4/2023,16,NO,NA,SCHARFF,SCHARFF - AVM,NA,NA,31/5/2023,235-2023-28-00588294-10-3-00,20/4/2023,20/4/2023,31/5/2023,22/6/2023,22/6/2023,,NA,22/6/2023,NA,,NA,#¡VALOR!,,,26/6/2023,26,NA,23/6/2023,,,NA,01-2223CPRD08-02-13-0001 ,,
2023-2024,LIQUIDADO,23-035-HPER,PEA2H10101,TATIANA,CARFIA,SUSTRATOS,COCO FIBRA SUSTRATO,SAMPLE,,1.00,UN,USD,1.60,1.60,0,DAP,AIR,AIR,INDIA,INDIA,LIMA,-,-,2,,NA,NA,NA,,DHL,,-,,24/3/2023,12,5762970802,,28/3/2023,13,NO,NA,DHL,DHL - AVM,NA,NA,30/3/2023,235-2023-28-331485-10-4-00,30/3/2023,30/3/2023,30/3/2023,17/4/2023,18/4/2023,,,28/4/2023,NA,,NA,#¡VALOR!,,,2/5/2023,18,,1/5/2023,,,NA,PEA2H10101,,
2023-2024,LIQUIDADO,23-036-HPER,4700002831,GONZALO,ARABLE,EQP & INST,ESTACION METEOROLOGICA,,SO85,1.00,UN,USD,999.00,999.00,0,EXW,AIR,AIR,USA,MIAMI,LIMA, - , - ,1,,NA,11/5/2023,30/5/2023,AIRSEALOG,NORTHERN,,,1/6/2023,2/7/2023,26,97AMIA232984,,3/7/2023,27,SI,30/6/2023,ALFOSAC,LIP,9791,30/6/2023,14/7/2023,235-2023-10-099673-01-2-00 ,3/7/2023,3/7/2023,14/7/2023,NA,NA,,LIP,15/7/2023,,AGERSA,,52,,,7/8/2023,32,,,,,NA,4700002831,,
2023-2024,LIQUIDADO,23-037-HPER,4700002806,OMAR,EDEN,AGQ,DISPER COMPLEX,-,2023-1511,"20,000.00",KG,EUR,"148,000.00","162,800.00",90,EXW,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,40 HC,40,27/3/2023,15/3/2023,15/3/2023,16/3/2023,AIRSEALOG,CMA CGM,S00027098,TCNU6976612,,3/4/2023,14,PAEM015229,CMA CGM CARL ANTOINE,5/5/2023,18,SI,4/4/2023,IMUPESA,PASOC,75597,24/4/2023,3/5/2023,118-2023-10-158534-01-1-00,6/5/2023,5/5/2023,5/5/2023,NA,NA,,PASOC,10/5/2023,T001-4468,AGERSA,11/7/2023,28,FUNDO ARMONIA,,11/5/2023,19,15/5/2023,10/5/2023,EG07-00000061,,Carga completada. Quedó en CP sin booking [ 23-037-HPER //4700002806/TCNU6976612],4700002806,,
2023-2024,LIQUIDADO,23-038-HPER,4700002828,GONZALO,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20366,10.00,UN,USD,155.80,155.80,0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,0.5,,NA,NA,NA,-,DHL,,-,26/4/2023,27/4/2023,17,6556853181,,28/4/2023,17,SI,24/4/2023,DHL,DHL,,,28/4/2023,235-2023-28-00451610-10-0-00,28/4/2023,28/4/2023,28/4/2023,NA,NA,,NA,2/5/2023,,DHL,NA,#¡VALOR!,PACKING SALAVERRY,,9/5/2023,19,15/5/2023,9/5/2023,,,NA,4700002828,,
2023-2024,LIQUIDADO,23-039-HPER,4700002816,MELANIE,QINGDAO,SPAREPARTS,LLANTAS PARA CARRITO COSECHERO,-,2023-PERU-01,"9,200.00",UN,USD,"32,200.00","32,200.00",30%AP,FOB,SEA,FCL/FCL,CHINA,QINGDAO,CALLAO,0.5,40 HC,,25/5/2023,27/4/2023,24/4/2023,17/5/2023,FORBIS,WAN HAI,,WHSU5790007,,7/6/2023,23,FBTCQD2306109 ,KOTA CARUM,5/8/2023,31,SI,12/6/2023,IMUPESA,LIP,10916,18/7/2023,27/7/2023,118-2023-10-284348-01-3-02,5/8/2023,6/8/2023,5/8/2023,NA,NA,,LIP,8/8/2023,T001-838,AGERSA,8/8/2023,32,FUNDO ARMONIA,,10/8/2023,32,16/8/2023,9/8/2023,EG07-00000104,,carga completada.Quedó en CP. sin booking[23-039-HPER//4700002816/WHSU5790007],4700002816,,
2023-2024,LIQUIDADO,23-039-HPER,4700002835,MELANIE,QINGDAO,SPAREPARTS,LLANTAS PARA CARRITO COSECHERO,-,2023-PERU-02,"3,800.00",UN,USD,"14,400.00","14,400.00",30%AP,FOB,SEA,FCL/FCL,CHINA,QINGDAO,CALLAO,0.5,40 HC,,25/5/2023,27/4/2023,24/4/2023,17/5/2023,FORBIS,WAN HAI,,WHSU5790007,,7/6/2023,23,FBTCQD2306109 ,KOTA CARUM,5/8/2023,31,SI,12/6/2023,IMUPESA,LIP,10916,18/7/2023,27/7/2023,118-2023-10-284348-01-3-02,5/8/2023,6/8/2023,5/8/2023,NA,NA,,LIP,8/8/2023,T001-838,AGERSA,8/8/2023,32,FUNDO ARMONIA,,10/8/2023,32,16/8/2023,9/8/2023,EG07-00000104,, carga completada.Quedó en CP. sin booking[23-039-HPER//4700002835/WHSU5790007],4700002835,,
2023-2024,LIQUIDADO,23-040-HPER,4700002825,GONZALO,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,130,10.00,UN,USD,740.00,740.00,30,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,1,,NA,NA,NA,-,DHL,,-,14/4/2023,14/4/2023,15,6651049823,,18/4/2023,16,NO,NA,DHL,DHL,NA,,18/4/2023,235-2023-28-00402133-10-8-00,18/4/2023,18/4/2023,9/7/2023,NA,NA,,NA,19/4/2023,,DHL,NA,#¡VALOR!,PACKING SALAVERRY,,21/4/2023,16,,20/4/2023,,,NA,4700002825,,
2023-2024,LIQUIDADO,23-041-HPER,4700002830,GONZALO,GUTTIS,EQP & INST,EQUIPOS Y REPUESTOS VARIOS,-,EI23800086,"11,400.00",UN,USD,"10,325.56","10,325.56",0,CIF,AIR,AIR,ISRAEL,HAIFA,LIMA,NA,NA,,1/5/2023,NA,NA,NA,,AIR FRANCE,,,4/5/2023,7/5/2023,18,057-01232744,,8/5/2023,19,NO,,SAASA,LIP,6759,3/5/2023,4/5/2023,235-2023-10-061804-01-2-00,8/5/2023,8/5/2023,9/7/2023,NA,NA,,LIP,10/5/2023,T001-241,AGERSA,10/5/2023,19,FUNDO ARMONIA,,12/5/2023,19,18/5/2023,11/5/2023,EG07-00000060,,NA,4700002830,,
2023-2024,LIQUIDADO,23-042-HPER,01-2122CPRD07-07-01-0001,GONZALO,WEBEE,EQP & INST,DATTALOGERS,SAMPLE,10881,8.00,UN,USD,552.00,552.00,0,DAP,AIR,AIR,CHINA,,LIMA,-,-,1,,NA,NA,NA,-,FEDEX,,-,17/4/2023,18/4/2023,16,771878927642,FEDEX,22/4/2023,16,NO,NA,DHL,FEDEX,NA,NA,28/4/2023,235-2023-28-452953-10-9-00,22/4/2023,22/4/2023,4/5/2023,NA,NA,NA,NA,8/5/2023,NA,DHL,9/5/2023,19,,,9/5/2023,19,,8/5/2023,,,NA,01-2122CPRD07-07-01-0001,,
2023-2024,LIQUIDADO,23-043-HPER,4700002833,MELANIE,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,-,133,20.00,UN,EUR,"2,027.27","2,230.00",0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,-,,1,,NA,26/5/2023,1/6/2023,AIRSEALOG,KOREAN,,,2/6/2023,4/6/2023,22,PELIM23087A,,4/6/2023,22,SI,1/6/2023,ALFOSAC,LIP,8402,2/6/2023,3/6/2023,235-2023-10-078307-01-7-00,4/6/2023,4/6/2023,5/6/2023,NA,NA,,LIP,6/6/2023,T001-312,AGERSA,6/6/2023,23,PACKING SALAVERRY,,6/6/2023,23,12/6/2023,5/6/2023,EG07-00000072,,NA,4700002833,,
2023-2024,LIQUIDADO,23-043-HPER,4700002836,MELANIE,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,-,140,7.00,UN,EUR,"1,849.37","2,034.31",0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,-,,2,,NA,26/5/2023,1/6/2023,AIRSEALOG,KOREAN,,,2/6/2023,4/6/2023,22,PELIM23087A,,4/6/2023,22,SI,1/6/2023,ALFOSAC,LIP,8402,2/6/2023,3/6/2023,235-2023-10-078307-01-7-00,4/6/2023,4/6/2023,5/6/2023,,,,LIP,6/6/2023,T001-312,AGERSA,6/6/2023,23,PACKING SALAVERRY,,6/6/2023,23,12/6/2023,5/6/2023,EG07-00000072,,NA,,,
2023-2024,LIQUIDADO,23-043-HPER,4700002834,GONZALO,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,-,138,1.00,UN,EUR,"6,075.00","6,682.50",0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,-,,1,,NA,26/5/2023,1/6/2023,AIRSEALOG,KOREAN,,,2/6/2023,4/6/2023,22,PELIM23087A,,4/6/2023,22,SI,1/6/2023,ALFOSAC,LIP,8402,2/6/2023,3/6/2023,235-2023-10-078307-01-7-00,4/6/2023,4/6/2023,5/6/2023,NA,NA,,LIP,6/6/2023,T001-312,AGERSA,6/6/2023,23,PACKING SALAVERRY,,6/6/2023,23,12/6/2023,5/6/2023,EG07-00000072,,NA,4700002834,,
2023-2024,LIQUIDADO,23-043-HPER,4700002853,GERMAN,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,-,141,"18,097.00",UN,EUR,"72,084.87","79,293.36",0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,-,,2,,NA,26/5/2023,1/6/2023,AIRSEALOG,KOREAN,,,2/6/2023,4/6/2023,22,PELIM23087A,,4/6/2023,22,SI,1/6/2023,ALFOSAC,LIP,8402,2/6/2023,3/6/2023,235-2023-10-078307-01-7-00,4/6/2023,4/6/2023,5/6/2023,NA,NA,,LIP,6/6/2023,T001-312,AGERSA,6/6/2023,23,PACKING SALAVERRY,,6/6/2023,23,12/6/2023,5/6/2023,EG07-00000072,,NA,4700002853,,
2023-2024,LIQUIDADO,23-043-HPER,4700002854,GERMAN,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,-,142,"16,097.00",UN,EUR,"57,742.47","63,516.72",0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,-,,1,,NA,26/5/2023,1/6/2023,AIRSEALOG,KOREAN,,,2/6/2023,4/6/2023,22,PELIM23087A,,4/6/2023,22,SI,1/6/2023,ALFOSAC,LIP,8402,2/6/2023,3/6/2023,235-2023-10-078307-01-7-00,4/6/2023,4/6/2023,5/6/2023,NA,NA,,LIP,6/6/2023,T001-312,AGERSA,6/6/2023,23,PACKING SALAVERRY,,6/6/2023,23,12/6/2023,5/6/2023,EG07-00000072,,NA,4700002854,,
2023-2024,LIQUIDADO,23-044-HPER,PEA2H10101,TATIANA,MULTICOLOR,E & E,STICKERS LAVABLES,SAMPLE,,2.00,KG,USD,20.00,20.00,0,DDP,AIR,AIR,MEXICO,,LIMA,-,-,2,,NA,NA,NA,,DHL,,,17/4/2023,17/4/2023,16,4792160866,,19/4/2023,16,NO,NA,DHL,DHL,NA,NA,18/4/2023,235-2023-28-00407672-10-4-00,19/4/2023,19/4/2023,19/4/2023,NA,NA,,NA,19/4/2023,NA,DHL,NA,#¡VALOR!,PACKING SALAVERRY,,21/4/2023,16,NA,21/4/2023,,,NA,PEA2H10101,,
2023-2024,LIQUIDADO,23-045-HPER,PEA23W1901 ,TATIANA,BVB,SUSTRATOS,TURBA,SAMPLE,B697434,2.00,PKG,EUR,10.00,11.00,0,DAP,AIR,AIR,ESTONIA,TALLIN,LIMA,-,-,1,,NA,,,,FEDEX,,,,23/5/2023,21,128435005,,25/5/2023,21,NO,NA,SLI,AVM,NA,NA,23/5/2023,235-2023-28-00556838-10-8-00,25/5/2023,25/5/2023,25/5/2023,22/8/2023,22/8/2023,,NA,,NA,FEDEX,,52,FUNDO ARMONIA,3/10/2023,4/10/2023,40,NA,,,,NA,PEA23W1901 ,,
2023-2024,LIQUIDADO,23-046-HPER,01-2223CPRD08-02-13-0001,TATIANA,VERITAS,SUSTRATOS,COCO PITH/CHIPS MIX BLOCKS ,SAMPLE,INV-AR-202324/014,18.00,KG,USD,2.00,2.00,0,DAP,AIR,AIR,SRI LANKA,COLOMBO,LIMA,,,1,,NA,,,,DHL,,,29/4/2023,1/5/2023,18,8340114521,,4/5/2023,18,NO,NA,DHL,DHL - AVM,NA,NA,10/5/2023,235-2023-28-00502890-10-1-00,4/5/2023,4/5/2023,10/5/2023,30/5/2023,9/6/2023,,NA,14/6/2023,NA,DHL,NA,#¡VALOR!,PACKING SALAVERRY,,16/6/2023,24,NA,15/6/2023,,,NA,01-2223CPRD08-02-13-0001,,
2023-2024,LIQUIDADO,23-047-HPER,4700002839,OMAR,PROMISOL,AGQ,CYTOFLOW AMIN,-,F/23195,"3,000.00",KG,EUR,"32,250.00","35,475.00",90,FOB,SEA,LCL/LCL,ESPAÑA,BARCELONA,CALLAO,,,4,,27/4/2023,27/4/2023,4/5/2023,AIRSEALOG,CMA CGM,S00028530,CMAU4739544,5/5/2023,13/5/2023,19,12023050469,CMA CGM ARKANSAS,12/6/2023,24,SI,17/5/2023,VILLAS OQUENDO,PASOC,78659,31/5/2023,9/6/2023,118-2023-10-00217476-01-3-00,13/6/2023,15/6/2023,12/6/2023,NA,NA,,PASOC,16/6/2023,T001-5986,AGERSA,17/6/2023,24,FUNDO ARMONIA,,19/6/2023,25,20/6/2023,18/6/2023,EG07-00000075,,"Carga completada. Faltó en CP, deposito,booking,etiquetas,SKU [23-047-HPER // 4700002839/CMAU4739544//]",4700002839,,
2023-2024,LIQUIDADO,23-048-HPER,4700002838,GONZALO,RITEC,EQP & INST,EQUIPOS Y REPUESTOS VARIOS,-, 23/412,105.00,UN,USD,819.00,819.00,0,EXW,AIR,AIR,ESPAÑA,MADRID,LIMA,-,-,1,,NA,NA,NA,,DHL,,,4/5/2023,5/5/2023,18,3107368051,,6/5/2023,18,NO,NA,DHL,DHL,NA,NA,5/5/2023,235-2023-28-00481340-10-1-00,6/5/2023,4/6/2023,5/5/2023,NA,NA,,NA,8/5/2023,NA,DHL,NA,#¡VALOR!,FUNDO ARMONIA,,13/5/2023,19,17/5/2023,13/5/2023,,,NA,4700002838,,
2023-2024,LIQUIDADO,23-049-HPER,01-2223CPRD08-02-13-0001,TATIANA,VERITAS,SUSTRATOS,COCO PITH/CHIPS MIX BLOCKS ,SAMPLE,INV-ARSM-202324/004,19.00,KG,USD,3.50,3.50,0,DAP,AIR,AIR,SRI LANKA,COLOMBO,LIMA,,,1,,NA,NA,NA,,DHL,,,23/5/2023,24/5/2023,21,6751666180,,29/5/2023,22,NO,NA,DHL,DHL - AVM,NA,NA,28/5/2023,235-23-28-577588-10-4-00,29/5/2023,29/5/2023,29/5/2023,31/5/2023,6/6/2023,,NA,9/6/2023,NA,DHL,,52,PACKING SALAVERRY,,9/6/2023,23,NA,8/6/2023,,,NA,01-2223CPRD08-02-13-0001,,
2023-2024,LIQUIDADO,23-050-HPER,4700002813,TATIANA,HF GENETICS,PLANTAS,FRAMBUESA,,7020000088,"24,000.00",UN,USD,"44,400.00","44,400.00",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,10,,NA,NA,NA,DIRECTO,KOREAN,,-,,8/5/2023,19,180-12503223,KE0274,8/5/2023,19,SI,9/5/2023,SAASA,AVM,458,9/5/2023,9/5/2023,235-2023-10-064364-01-3-00,8/5/2023,4/6/2023,9/5/2023,11/5/2023,12/5/2023,,NA,12/5/2023,T001-186,AVM,NA,#¡VALOR!,VIVERO ILUSION,,13/5/2023,19,18/5/2023,12/5/2023,NA,,NA,4700002813,,
2023-2024,LIQUIDADO,23-051-HPER,4700002811,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20344,336.00,UN,USD,"9,233.20","9,233.20",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,,8/5/2023,NA,5/6/2023,9/6/2023,AIRSEALOG,,,,13/6/2023,22/6/2023,25,94AMIA232851,,23/6/2023,25,SI,20/6/2023,ALFOSAC,LIP,9264,20/6/2023,20/6/2023,235-2023-10-087039-01-1-01,23/6/2023,23/6/2023,23/6/2023,NA,NA,,LIP,24/6/2023,,AGERSA,24/6/2023,25,FUNDO ARMONIA,,7/7/2023,27,7/7/2023,6/7/2023,EG07-00000079,,NA,4700002811,,
2023-2024,LIQUIDADO,23-051-HPER,4700002832,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20368,"3,264.00",UN,USD,"15,203.24","15,203.24",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,,19/5/2023,NA,5/6/2023,9/6/2023,AIRSEALOG,,,,13/6/2023,22/6/2023,25,94AMIA232851,,23/6/2023,25,SI,20/6/2023,ALFOSAC,LIP,9264,20/6/2023,20/6/2023,235-2023-10-087039-01-1-01,23/6/2023,23/6/2023,23/6/2023,NA,NA,,LIP,24/6/2023,,AGERSA,24/6/2023,25,FUNDO ARMONIA,,13/7/2023,28,,3/7/2023,,,NA,4700002832,,
2023-2024,LIQUIDADO,23-052-HPER,4700002850,GONZALO,RITEC,EQP & INST,EQUIPOS Y REPUESTOS VARIOS,-,23-548 ,103.00,UN,USD,"29,999.56","29,999.56",0,CPT,AIR,AIR,ESPAÑA,ALICANTE,LIMA,,,1,25/6/2023,NA,NA,NA,NA,AIR EUROPA,,,,27/6/2023,26,996-12596065,,3/7/2023,27,SI,27/6/2023,TALMA,LIP,9585,27/6/2023,27/6/2023,235-2023-10-091049-01-8-00,3/7/2023,3/7/2023,6/7/2023,NA,NA,,LIP,8/7/2023,,AGERSA,8/7/2023,27,FUNDO ARMONIA,,14/7/2023,28,19/7/2023,13/7/2023,,,NA,4700002850,,
2023-2024,LIQUIDADO,23-053-HPER,01-2122CPRD07-07-01-0001,GONZALO,WEBEE,EQP & INST,GATEWAY (REPOSICION),SAMPLE,SEA23/012,1.00,UN,USD,"1,395.47","1,395.47",0,DAP,AIR,AIR,BRASIL,,LIMA,-,-,1,,NA,,,DHL,DHL,,,,19/5/2023,20,1663495061,DHL COURIER,30/5/2023,22,NO,NA,DHL,LIP,NA,NA,23/5/2023,235-2023-28-553894-10-4-00,23/5/2023,23/5/2023,24/5/2023,NA,NA,NA,NA,,NA,DHL,30/5/2023,22,PACKING SALAVERRY,,30/5/2023,22,,29/5/2023,,,NA,01-2122CPRD07-07-01-0001,,
2023-2024,LIQUIDADO,23-054-HPER,4700002865,MELANIE,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,137,72.00,UN,USD,"1,388.00","1,388.00",30,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,1,,NA,30/6/2023,,,DHL,,,7/7/2023,9/7/2023,27,9061188345,,10/7/2023,28,SI,,DHL,DHL,,,7/7/2023,235-2023-28-00772246-10-0-00,7/7/2023,7/7/2023,10/7/2023,NA,NA,,NA,10/7/2023,,DHL,,52,,,12/7/2023,28,18/7/2023,11/7/2023,,,NA,4700002865,,
